,date,time,species,catch,effort,boat,location
39348,2021-08-30,3,species9,19,188,boat8,H5
39349,2021-08-30,3,species12,16,188,boat8,H5
39350,2021-08-30,3,species5,122,460,boat7,H3
39351,2021-08-30,3,species8,338,460,boat7,H3
39352,2021-08-30,3,species1,12,306,boat10,C3
39353,2021-08-30,3,species2,181,306,boat10,C3
39354,2021-08-30,3,species3,18,306,boat10,C3
39355,2021-08-30,3,species4,95,306,boat10,C3
39356,2021-08-30,3,species5,27,112,boat2,H4
39357,2021-08-30,3,species8,85,112,boat2,H4
39358,2021-08-30,3,species5,22,182,boat3,H3
39359,2021-08-30,3,species8,160,182,boat3,H3
39360,2021-08-30,3,species2,333,333,boat5,H2
39361,2021-08-30,4,species3,127,638,boat1,H5
39362,2021-08-30,4,species6,6,638,boat1,H5
39363,2021-08-30,4,species8,392,638,boat1,H5
39364,2021-08-30,4,species9,74,638,boat1,H5
39365,2021-08-30,4,species12,39,638,boat1,H5
39366,2021-08-31,1,species8,251,316,boat3,H4
39367,2021-08-31,1,species11,65,316,boat3,H4
39368,2021-08-31,1,species2,763,763,boat8,H2
39369,2021-08-31,1,species1,45,45,boat6,H1
39370,2021-08-31,1,species8,31,35,boat4,H4
39371,2021-08-31,1,species11,4,35,boat4,H4
39372,2021-08-31,1,species3,13,131,boat1,H6
39373,2021-08-31,1,species5,51,131,boat1,H6
39374,2021-08-31,1,species6,24,131,boat1,H6
39375,2021-08-31,1,species9,17,131,boat1,H6
39376,2021-08-31,1,species12,26,131,boat1,H6
39377,2021-08-31,1,species1,390,390,boat10,H1
39378,2021-08-31,2,species11,80,220,boat10,MBA
39379,2021-08-31,2,species12,5,220,boat10,MBA
39380,2021-08-31,2,species13,135,220,boat10,MBA
39381,2021-08-31,2,species5,41,215,boat5,AB2
39382,2021-08-31,2,species6,56,215,boat5,AB2
39383,2021-08-31,2,species7,118,215,boat5,AB2
39384,2021-08-31,2,species8,196,420,boat9,AB1
39385,2021-08-31,2,species9,112,420,boat9,AB1
39386,2021-08-31,2,species10,112,420,boat9,AB1
39387,2021-08-31,2,species1,86,528,boat2,AB3
39388,2021-08-31,2,species2,369,528,boat2,AB3
39389,2021-08-31,2,species3,24,528,boat2,AB3
39390,2021-08-31,2,species4,49,528,boat2,AB3
39391,2021-08-31,3,species2,374,374,boat6,H2
39392,2021-08-31,3,species3,146,215,boat7,H6
39393,2021-08-31,3,species6,37,215,boat7,H6
39394,2021-08-31,3,species9,17,215,boat7,H6
39395,2021-08-31,3,species12,15,215,boat7,H6
39396,2021-08-31,3,species1,30,30,boat9,H1
39397,2021-08-31,3,species1,256,256,boat3,H1
39398,2021-08-31,3,species2,320,320,boat4,H2
39399,2021-08-31,3,species5,2,618,boat2,C2
39400,2021-08-31,3,species6,15,618,boat2,C2
39401,2021-08-31,3,species7,222,618,boat2,C2
39402,2021-08-31,3,species11,166,618,boat2,C2
39403,2021-08-31,3,species12,13,618,boat2,C2
39404,2021-08-31,3,species13,200,618,boat2,C2
39405,2021-08-31,3,species1,86,359,boat8,C3
39406,2021-08-31,3,species2,218,359,boat8,C3
39407,2021-08-31,3,species3,10,359,boat8,C3
39408,2021-08-31,3,species4,45,359,boat8,C3
39409,2021-08-31,3,species1,76,76,boat5,H1
39410,2021-08-31,3,species3,83,133,boat1,H5
39411,2021-08-31,3,species6,29,133,boat1,H5
39412,2021-08-31,3,species9,6,133,boat1,H5
39413,2021-08-31,3,species12,15,133,boat1,H5
39414,2021-08-31,4,species4,89,498,boat8,E
39415,2021-08-31,4,species7,232,498,boat8,E
39416,2021-08-31,4,species10,97,498,boat8,E
39417,2021-08-31,4,species13,80,498,boat8,E
39418,2021-08-31,4,species1,220,220,boat10,H1
39419,2021-09-01,1,species8,44,48,boat2,H4
39420,2021-09-01,1,species11,4,48,boat2,H4
39421,2021-09-01,1,species8,248,292,boat4,H4
39422,2021-09-01,1,species11,44,292,boat4,H4
39423,2021-09-01,1,species4,56,366,boat5,E
39424,2021-09-01,1,species7,105,366,boat5,E
39425,2021-09-01,1,species10,30,366,boat5,E
39426,2021-09-01,1,species13,175,366,boat5,E
39427,2021-09-01,1,species2,306,306,boat1,H2
39428,2021-09-01,1,species2,492,492,boat7,H2
39429,2021-09-01,1,species1,228,228,boat6,H1
39430,2021-09-01,1,species2,708,708,boat9,H2
39431,2021-09-01,1,species5,142,601,boat10,H3
39432,2021-09-01,1,species8,403,601,boat10,H3
39433,2021-09-01,1,species11,56,601,boat10,H3
39434,2021-09-01,1,species2,537,537,boat8,H2
39435,2021-09-01,2,species1,349,1035,boat5,AB3
39436,2021-09-01,2,species2,584,1035,boat5,AB3
39437,2021-09-01,2,species3,54,1035,boat5,AB3
39438,2021-09-01,2,species4,48,1035,boat5,AB3
39439,2021-09-01,2,species1,120,443,boat6,AB3
39440,2021-09-01,2,species2,92,443,boat6,AB3
39441,2021-09-01,2,species3,191,443,boat6,AB3
39442,2021-09-01,2,species4,40,443,boat6,AB3
39443,2021-09-01,2,species5,301,452,boat7,AB2
39444,2021-09-01,2,species6,89,452,boat7,AB2
39445,2021-09-01,2,species7,62,452,boat7,AB2
39446,2021-09-01,2,species11,169,569,boat2,MBA
39447,2021-09-01,2,species12,66,569,boat2,MBA
39448,2021-09-01,2,species13,334,569,boat2,MBA
39449,2021-09-01,2,species1,390,1319,boat1,AB3
39450,2021-09-01,2,species2,638,1319,boat1,AB3
39451,2021-09-01,2,species3,215,1319,boat1,AB3
39452,2021-09-01,2,species4,76,1319,boat1,AB3
39453,2021-09-01,2,species11,85,184,boat8,MBA
39454,2021-09-01,2,species12,29,184,boat8,MBA
39455,2021-09-01,2,species13,70,184,boat8,MBA
39456,2021-09-01,2,species1,373,841,boat10,AB3
39457,2021-09-01,2,species2,340,841,boat10,AB3
39458,2021-09-01,2,species3,66,841,boat10,AB3
39459,2021-09-01,2,species4,62,841,boat10,AB3
39460,2021-09-01,3,species5,182,342,boat2,H3
39461,2021-09-01,3,species8,160,342,boat2,H3
39462,2021-09-01,4,species1,206,206,boat2,H1
39463,2021-09-01,4,species2,771,771,boat7,H2
39464,2021-09-01,4,species4,17,734,boat6,E
39465,2021-09-01,4,species7,214,734,boat6,E
39466,2021-09-01,4,species10,129,734,boat6,E
39467,2021-09-01,4,species13,374,734,boat6,E
39468,2021-09-01,4,species1,256,256,boat3,H1
39469,2021-09-01,4,species3,120,526,boat10,H5
39470,2021-09-01,4,species6,2,526,boat10,H5
39471,2021-09-01,4,species8,315,526,boat10,H5
39472,2021-09-01,4,species9,68,526,boat10,H5
39473,2021-09-01,4,species12,21,526,boat10,H5
39474,2021-09-01,4,species4,28,410,boat8,E
39475,2021-09-01,4,species7,95,410,boat8,E
39476,2021-09-01,4,species10,135,410,boat8,E
39477,2021-09-01,4,species13,152,410,boat8,E
39478,2021-09-01,4,species5,81,161,boat4,H4
39479,2021-09-01,4,species11,80,161,boat4,H4
39480,2021-09-01,4,species5,20,72,boat9,H4
39481,2021-09-01,4,species11,52,72,boat9,H4
39482,2021-09-02,1,species3,47,136,boat2,H5
39483,2021-09-02,1,species6,13,136,boat2,H5
39484,2021-09-02,1,species9,29,136,boat2,H5
39485,2021-09-02,1,species12,47,136,boat2,H5
39486,2021-09-02,1,species1,196,196,boat8,H1
39487,2021-09-02,1,species8,224,271,boat3,H4
39488,2021-09-02,1,species11,47,271,boat3,H4
39489,2021-09-02,1,species4,63,493,boat1,E
39490,2021-09-02,1,species7,198,493,boat1,E
39491,2021-09-02,1,species10,20,493,boat1,E
39492,2021-09-02,1,species13,212,493,boat1,E
39493,2021-09-02,2,species8,164,334,boat9,AB1
39494,2021-09-02,2,species9,54,334,boat9,AB1
39495,2021-09-02,2,species10,116,334,boat9,AB1
39496,2021-09-02,2,species8,239,345,boat8,AB1
39497,2021-09-02,2,species9,91,345,boat8,AB1
39498,2021-09-02,2,species10,15,345,boat8,AB1
39499,2021-09-02,2,species5,31,319,boat7,AB2
39500,2021-09-02,2,species6,56,319,boat7,AB2
39501,2021-09-02,2,species7,232,319,boat7,AB2
39502,2021-09-02,2,species5,146,183,boat3,AB2
39503,2021-09-02,2,species6,5,183,boat3,AB2
39504,2021-09-02,2,species7,32,183,boat3,AB2
39505,2021-09-02,2,species5,195,259,boat5,AB2
39506,2021-09-02,2,species6,24,259,boat5,AB2
39507,2021-09-02,2,species7,40,259,boat5,AB2
39508,2021-09-02,2,species1,214,1094,boat1,AB3
39509,2021-09-02,2,species2,772,1094,boat1,AB3
39510,2021-09-02,2,species3,92,1094,boat1,AB3
39511,2021-09-02,2,species4,16,1094,boat1,AB3
39512,2021-09-02,3,species5,12,593,boat2,C2
39513,2021-09-02,3,species6,4,593,boat2,C2
39514,2021-09-02,3,species7,244,593,boat2,C2
39515,2021-09-02,3,species11,89,593,boat2,C2
39516,2021-09-02,3,species12,8,593,boat2,C2
39517,2021-09-02,3,species13,236,593,boat2,C2
39518,2021-09-02,3,species5,245,381,boat10,H3
39519,2021-09-02,3,species8,136,381,boat10,H3
39520,2021-09-02,3,species5,10,203,boat7,C2
39521,2021-09-02,3,species6,6,203,boat7,C2
39522,2021-09-02,3,species7,112,203,boat7,C2
39523,2021-09-02,3,species11,27,203,boat7,C2
39524,2021-09-02,3,species12,0,203,boat7,C2
39525,2021-09-02,3,species13,48,203,boat7,C2
39526,2021-09-02,3,species8,19,84,boat5,C1
39527,2021-09-02,3,species9,23,84,boat5,C1
39528,2021-09-02,3,species10,42,84,boat5,C1
39529,2021-09-02,3,species5,235,614,boat4,H3
39530,2021-09-02,3,species8,379,614,boat4,H3
39531,2021-09-02,3,species1,22,333,boat9,C3
39532,2021-09-02,3,species2,309,333,boat9,C3
39533,2021-09-02,3,species3,0,333,boat9,C3
39534,2021-09-02,3,species4,2,333,boat9,C3
39535,2021-09-02,3,species5,58,94,boat8,H4
39536,2021-09-02,3,species8,36,94,boat8,H4
39537,2021-09-02,3,species3,108,164,boat1,H6
39538,2021-09-02,3,species6,19,164,boat1,H6
39539,2021-09-02,3,species9,17,164,boat1,H6
39540,2021-09-02,3,species12,20,164,boat1,H6
39541,2021-09-02,4,species3,6,269,boat1,H5
39542,2021-09-02,4,species6,47,269,boat1,H5
39543,2021-09-02,4,species8,126,269,boat1,H5
39544,2021-09-02,4,species9,77,269,boat1,H5
39545,2021-09-02,4,species12,13,269,boat1,H5
39546,2021-09-03,1,species4,40,403,boat9,E
39547,2021-09-03,1,species7,118,403,boat9,E
39548,2021-09-03,1,species10,56,403,boat9,E
39549,2021-09-03,1,species13,189,403,boat9,E
39550,2021-09-03,1,species3,53,177,boat4,H5
39551,2021-09-03,1,species6,45,177,boat4,H5
39552,2021-09-03,1,species9,66,177,boat4,H5
39553,2021-09-03,1,species12,13,177,boat4,H5
39554,2021-09-03,1,species2,275,275,boat8,H2
39555,2021-09-03,1,species3,54,80,boat10,H6
39556,2021-09-03,1,species5,11,80,boat10,H6
39557,2021-09-03,1,species6,6,80,boat10,H6
39558,2021-09-03,1,species9,0,80,boat10,H6
39559,2021-09-03,1,species12,9,80,boat10,H6
39560,2021-09-03,1,species8,4,71,boat1,H4
39561,2021-09-03,1,species11,67,71,boat1,H4
39562,2021-09-03,1,species5,135,525,boat5,H3
39563,2021-09-03,1,species8,382,525,boat5,H3
39564,2021-09-03,1,species11,8,525,boat5,H3
39565,2021-09-03,1,species3,45,130,boat6,H6
39566,2021-09-03,1,species5,12,130,boat6,H6
39567,2021-09-03,1,species6,49,130,boat6,H6
39568,2021-09-03,1,species9,9,130,boat6,H6
39569,2021-09-03,1,species12,15,130,boat6,H6
39570,2021-09-03,1,species8,109,131,boat2,H4
39571,2021-09-03,1,species11,22,131,boat2,H4
39572,2021-09-03,1,species8,71,139,boat3,H4
39573,2021-09-03,1,species11,68,139,boat3,H4
39574,2021-09-03,1,species2,62,62,boat7,H2
39575,2021-09-03,2,species8,566,736,boat10,AB1
39576,2021-09-03,2,species9,84,736,boat10,AB1
39577,2021-09-03,2,species10,86,736,boat10,AB1
39578,2021-09-03,2,species8,8,59,boat1,AB1
39579,2021-09-03,2,species9,37,59,boat1,AB1
39580,2021-09-03,2,species10,14,59,boat1,AB1
39581,2021-09-03,2,species8,167,254,boat8,AB1
39582,2021-09-03,2,species9,67,254,boat8,AB1
39583,2021-09-03,2,species10,20,254,boat8,AB1
39584,2021-09-03,2,species1,51,665,boat6,AB3
39585,2021-09-03,2,species2,229,665,boat6,AB3
39586,2021-09-03,2,species3,311,665,boat6,AB3
39587,2021-09-03,2,species4,74,665,boat6,AB3
39588,2021-09-03,2,species8,118,183,boat9,AB1
39589,2021-09-03,2,species9,64,183,boat9,AB1
39590,2021-09-03,2,species10,1,183,boat9,AB1
39591,2021-09-03,2,species8,463,661,boat4,AB1
39592,2021-09-03,2,species9,61,661,boat4,AB1
39593,2021-09-03,2,species10,137,661,boat4,AB1
39594,2021-09-03,2,species11,68,242,boat2,MBA
39595,2021-09-03,2,species12,13,242,boat2,MBA
39596,2021-09-03,2,species13,161,242,boat2,MBA
39597,2021-09-03,2,species5,492,769,boat3,AB2
39598,2021-09-03,2,species6,87,769,boat3,AB2
39599,2021-09-03,2,species7,190,769,boat3,AB2
39600,2021-09-03,3,species8,39,170,boat6,C1
39601,2021-09-03,3,species9,20,170,boat6,C1
39602,2021-09-03,3,species10,111,170,boat6,C1
39603,2021-09-03,3,species2,371,371,boat10,H2
39604,2021-09-03,3,species8,48,130,boat9,C1
39605,2021-09-03,3,species9,5,130,boat9,C1
39606,2021-09-03,3,species10,77,130,boat9,C1
39607,2021-09-03,3,species3,124,193,boat3,H5
39608,2021-09-03,3,species6,25,193,boat3,H5
39609,2021-09-03,3,species9,22,193,boat3,H5
39610,2021-09-03,3,species12,22,193,boat3,H5
39611,2021-09-03,3,species5,202,438,boat8,H3
39612,2021-09-03,3,species8,236,438,boat8,H3
39613,2021-09-03,3,species1,119,291,boat4,C3
39614,2021-09-03,3,species2,151,291,boat4,C3
39615,2021-09-03,3,species3,19,291,boat4,C3
39616,2021-09-03,3,species4,2,291,boat4,C3
39617,2021-09-03,3,species3,79,105,boat1,H6
39618,2021-09-03,3,species6,11,105,boat1,H6
39619,2021-09-03,3,species9,0,105,boat1,H6
39620,2021-09-03,3,species12,15,105,boat1,H6
39621,2021-09-03,4,species3,64,353,boat3,H6
39622,2021-09-03,4,species6,46,353,boat3,H6
39623,2021-09-03,4,species8,219,353,boat3,H6
39624,2021-09-03,4,species9,5,353,boat3,H6
39625,2021-09-03,4,species12,19,353,boat3,H6
39626,2021-09-04,1,species4,72,432,boat8,E
39627,2021-09-04,1,species7,109,432,boat8,E
39628,2021-09-04,1,species10,28,432,boat8,E
39629,2021-09-04,1,species13,223,432,boat8,E
39630,2021-09-04,2,species11,91,358,boat3,MBA
39631,2021-09-04,2,species12,51,358,boat3,MBA
39632,2021-09-04,2,species13,216,358,boat3,MBA
39633,2021-09-04,2,species8,163,332,boat10,AB1
39634,2021-09-04,2,species9,43,332,boat10,AB1
39635,2021-09-04,2,species10,126,332,boat10,AB1
39636,2021-09-04,2,species1,2,800,boat5,AB3
39637,2021-09-04,2,species2,678,800,boat5,AB3
39638,2021-09-04,2,species3,62,800,boat5,AB3
39639,2021-09-04,2,species4,58,800,boat5,AB3
39640,2021-09-04,2,species8,483,660,boat2,AB1
39641,2021-09-04,2,species9,43,660,boat2,AB1
39642,2021-09-04,2,species10,134,660,boat2,AB1
39643,2021-09-04,2,species8,536,623,boat1,AB1
39644,2021-09-04,2,species9,86,623,boat1,AB1
39645,2021-09-04,2,species10,1,623,boat1,AB1
39646,2021-09-04,2,species1,360,1433,boat8,AB3
39647,2021-09-04,2,species2,767,1433,boat8,AB3
39648,2021-09-04,2,species3,293,1433,boat8,AB3
39649,2021-09-04,2,species4,13,1433,boat8,AB3
39650,2021-09-04,2,species8,469,575,boat9,AB1
39651,2021-09-04,2,species9,99,575,boat9,AB1
39652,2021-09-04,2,species10,7,575,boat9,AB1
39653,2021-09-04,3,species5,4,510,boat2,C2
39654,2021-09-04,3,species6,3,510,boat2,C2
39655,2021-09-04,3,species7,170,510,boat2,C2
39656,2021-09-04,3,species11,130,510,boat2,C2
39657,2021-09-04,3,species12,5,510,boat2,C2
39658,2021-09-04,3,species13,198,510,boat2,C2
39659,2021-09-04,3,species3,81,146,boat10,H5
39660,2021-09-04,3,species6,15,146,boat10,H5
39661,2021-09-04,3,species9,15,146,boat10,H5
39662,2021-09-04,3,species12,35,146,boat10,H5
39663,2021-09-04,3,species5,12,325,boat9,C2
39664,2021-09-04,3,species6,9,325,boat9,C2
39665,2021-09-04,3,species7,187,325,boat9,C2
39666,2021-09-04,3,species11,63,325,boat9,C2
39667,2021-09-04,3,species12,2,325,boat9,C2
39668,2021-09-04,3,species13,52,325,boat9,C2
39669,2021-09-04,3,species5,182,367,boat8,H3
39670,2021-09-04,3,species8,185,367,boat8,H3
39671,2021-09-04,4,species5,57,116,boat5,H4
39672,2021-09-04,4,species11,59,116,boat5,H4
39673,2021-09-04,4,species3,64,240,boat4,H5
39674,2021-09-04,4,species6,3,240,boat4,H5
39675,2021-09-04,4,species8,79,240,boat4,H5
39676,2021-09-04,4,species9,84,240,boat4,H5
39677,2021-09-04,4,species12,10,240,boat4,H5
39678,2021-09-04,4,species5,46,129,boat3,H4
39679,2021-09-04,4,species11,83,129,boat3,H4
39680,2021-09-04,4,species4,61,602,boat2,E
39681,2021-09-04,4,species7,154,602,boat2,E
39682,2021-09-04,4,species10,151,602,boat2,E
39683,2021-09-04,4,species13,236,602,boat2,E
39684,2021-09-04,4,species4,95,286,boat1,E
39685,2021-09-04,4,species7,16,286,boat1,E
39686,2021-09-04,4,species10,77,286,boat1,E
39687,2021-09-04,4,species13,98,286,boat1,E
39688,2021-09-05,1,species2,4,4,boat10,H2
39689,2021-09-05,1,species3,127,274,boat1,H5
39690,2021-09-05,1,species6,48,274,boat1,H5
39691,2021-09-05,1,species9,67,274,boat1,H5
39692,2021-09-05,1,species12,32,274,boat1,H5
39693,2021-09-05,1,species5,322,609,boat7,H3
39694,2021-09-05,1,species8,212,609,boat7,H3
39695,2021-09-05,1,species11,75,609,boat7,H3
39696,2021-09-05,1,species3,154,245,boat8,H6
39697,2021-09-05,1,species5,71,245,boat8,H6
39698,2021-09-05,1,species6,6,245,boat8,H6
39699,2021-09-05,1,species9,8,245,boat8,H6
39700,2021-09-05,1,species12,6,245,boat8,H6
39701,2021-09-05,1,species1,211,211,boat4,H1
39702,2021-09-05,1,species3,9,54,boat6,H5
39703,2021-09-05,1,species6,2,54,boat6,H5
39704,2021-09-05,1,species9,15,54,boat6,H5
39705,2021-09-05,1,species12,28,54,boat6,H5
39706,2021-09-05,1,species1,37,37,boat9,H1
39707,2021-09-05,1,species3,23,150,boat5,H5
39708,2021-09-05,1,species6,16,150,boat5,H5
39709,2021-09-05,1,species9,71,150,boat5,H5
39710,2021-09-05,1,species12,40,150,boat5,H5
39711,2021-09-05,2,species11,160,288,boat3,MBA
39712,2021-09-05,2,species12,59,288,boat3,MBA
39713,2021-09-05,2,species13,69,288,boat3,MBA
39714,2021-09-05,2,species8,449,496,boat10,AB1
39715,2021-09-05,2,species9,13,496,boat10,AB1
39716,2021-09-05,2,species10,34,496,boat10,AB1
39717,2021-09-05,2,species8,339,504,boat4,AB1
39718,2021-09-05,2,species9,85,504,boat4,AB1
39719,2021-09-05,2,species10,80,504,boat4,AB1
39720,2021-09-05,2,species1,51,793,boat8,AB3
39721,2021-09-05,2,species2,370,793,boat8,AB3
39722,2021-09-05,2,species3,320,793,boat8,AB3
39723,2021-09-05,2,species4,52,793,boat8,AB3
39724,2021-09-05,2,species5,410,651,boat7,AB2
39725,2021-09-05,2,species6,95,651,boat7,AB2
39726,2021-09-05,2,species7,146,651,boat7,AB2
39727,2021-09-05,2,species1,0,230,boat1,AB3
39728,2021-09-05,2,species2,49,230,boat1,AB3
39729,2021-09-05,2,species3,134,230,boat1,AB3
39730,2021-09-05,2,species4,47,230,boat1,AB3
39731,2021-09-05,3,species2,127,127,boat7,H2
39732,2021-09-05,3,species5,19,80,boat8,H4
39733,2021-09-05,3,species8,61,80,boat8,H4
39734,2021-09-05,3,species8,4,43,boat10,C1
39735,2021-09-05,3,species9,1,43,boat10,C1
39736,2021-09-05,3,species10,38,43,boat10,C1
39737,2021-09-05,3,species5,128,142,boat9,H3
39738,2021-09-05,3,species8,14,142,boat9,H3
39739,2021-09-05,3,species2,160,160,boat4,H2
39740,2021-09-05,4,species2,488,488,boat9,H2
39741,2021-09-05,4,species4,25,626,boat3,E
39742,2021-09-05,4,species7,241,626,boat3,E
39743,2021-09-05,4,species10,33,626,boat3,E
39744,2021-09-05,4,species13,327,626,boat3,E
39745,2021-09-05,4,species4,2,268,boat5,E
39746,2021-09-05,4,species7,151,268,boat5,E
39747,2021-09-05,4,species10,28,268,boat5,E
39748,2021-09-05,4,species13,87,268,boat5,E
39749,2021-09-05,4,species3,39,250,boat10,H6
39750,2021-09-05,4,species6,11,250,boat10,H6
39751,2021-09-05,4,species8,181,250,boat10,H6
39752,2021-09-05,4,species9,9,250,boat10,H6
39753,2021-09-05,4,species12,10,250,boat10,H6
39754,2021-09-05,4,species2,701,701,boat6,H2
39755,2021-09-06,1,species1,164,164,boat2,H1
39756,2021-09-06,1,species5,45,147,boat9,H3
39757,2021-09-06,1,species8,78,147,boat9,H3
39758,2021-09-06,1,species11,24,147,boat9,H3
39759,2021-09-06,2,species11,186,428,boat9,MBA
39760,2021-09-06,2,species12,34,428,boat9,MBA
39761,2021-09-06,2,species13,208,428,boat9,MBA
39762,2021-09-06,3,species3,124,145,boat6,H6
39763,2021-09-06,3,species6,6,145,boat6,H6
39764,2021-09-06,3,species9,3,145,boat6,H6
39765,2021-09-06,3,species12,12,145,boat6,H6
39766,2021-09-06,3,species5,20,86,boat3,H4
39767,2021-09-06,3,species8,66,86,boat3,H4
39768,2021-09-06,3,species3,58,133,boat2,H6
39769,2021-09-06,3,species6,30,133,boat2,H6
39770,2021-09-06,3,species9,28,133,boat2,H6
39771,2021-09-06,3,species12,17,133,boat2,H6
39772,2021-09-06,3,species5,32,122,boat4,H4
39773,2021-09-06,3,species8,90,122,boat4,H4
39774,2021-09-06,3,species5,32,153,boat5,H4
39775,2021-09-06,3,species8,121,153,boat5,H4
39776,2021-09-06,4,species5,91,137,boat2,H3
39777,2021-09-06,4,species11,46,137,boat2,H3
39778,2021-09-06,4,species4,37,420,boat8,E
39779,2021-09-06,4,species7,28,420,boat8,E
39780,2021-09-06,4,species10,35,420,boat8,E
39781,2021-09-06,4,species13,320,420,boat8,E
39782,2021-09-06,4,species3,144,369,boat4,H6
39783,2021-09-06,4,species6,14,369,boat4,H6
39784,2021-09-06,4,species8,163,369,boat4,H6
39785,2021-09-06,4,species9,31,369,boat4,H6
39786,2021-09-06,4,species12,17,369,boat4,H6
39787,2021-09-06,4,species3,49,272,boat9,H6
39788,2021-09-06,4,species6,12,272,boat9,H6
39789,2021-09-06,4,species8,170,272,boat9,H6
39790,2021-09-06,4,species9,23,272,boat9,H6
39791,2021-09-06,4,species12,18,272,boat9,H6
39792,2021-09-06,4,species5,15,17,boat10,H4
39793,2021-09-06,4,species11,2,17,boat10,H4
39794,2021-09-06,4,species3,139,303,boat1,H6
39795,2021-09-06,4,species6,2,303,boat1,H6
39796,2021-09-06,4,species8,147,303,boat1,H6
39797,2021-09-06,4,species9,15,303,boat1,H6
39798,2021-09-06,4,species12,0,303,boat1,H6
39799,2021-09-07,1,species3,20,107,boat2,H6
39800,2021-09-07,1,species5,23,107,boat2,H6
39801,2021-09-07,1,species6,20,107,boat2,H6
39802,2021-09-07,1,species9,27,107,boat2,H6
39803,2021-09-07,1,species12,17,107,boat2,H6
39804,2021-09-07,1,species3,116,166,boat8,H6
39805,2021-09-07,1,species5,22,166,boat8,H6
39806,2021-09-07,1,species6,27,166,boat8,H6
39807,2021-09-07,1,species9,0,166,boat8,H6
39808,2021-09-07,1,species12,1,166,boat8,H6
39809,2021-09-07,1,species8,41,43,boat1,H4
39810,2021-09-07,1,species11,2,43,boat1,H4
39811,2021-09-07,1,species8,47,117,boat7,H4
39812,2021-09-07,1,species11,70,117,boat7,H4
39813,2021-09-07,1,species5,16,164,boat3,H3
39814,2021-09-07,1,species8,104,164,boat3,H3
39815,2021-09-07,1,species11,44,164,boat3,H3
39816,2021-09-07,1,species8,121,168,boat10,H4
39817,2021-09-07,1,species11,47,168,boat10,H4
39818,2021-09-07,1,species8,245,276,boat6,H4
39819,2021-09-07,1,species11,31,276,boat6,H4
39820,2021-09-07,1,species1,19,19,boat9,H1
39821,2021-09-07,2,species8,380,579,boat9,AB1
39822,2021-09-07,2,species9,119,579,boat9,AB1
39823,2021-09-07,2,species10,80,579,boat9,AB1
39824,2021-09-07,2,species8,61,179,boat7,AB1
39825,2021-09-07,2,species9,77,179,boat7,AB1
39826,2021-09-07,2,species10,41,179,boat7,AB1
39827,2021-09-07,2,species8,641,759,boat3,AB1
39828,2021-09-07,2,species9,61,759,boat3,AB1
39829,2021-09-07,2,species10,57,759,boat3,AB1
39830,2021-09-07,3,species1,113,502,boat1,C3
39831,2021-09-07,3,species2,293,502,boat1,C3
39832,2021-09-07,3,species3,15,502,boat1,C3
39833,2021-09-07,3,species4,81,502,boat1,C3
39834,2021-09-07,3,species2,86,86,boat10,H2
39835,2021-09-07,3,species3,49,105,boat5,H6
39836,2021-09-07,3,species6,34,105,boat5,H6
39837,2021-09-07,3,species9,8,105,boat5,H6
39838,2021-09-07,3,species12,14,105,boat5,H6
39839,2021-09-07,3,species5,309,525,boat7,H3
39840,2021-09-07,3,species8,216,525,boat7,H3
39841,2021-09-07,3,species5,4,59,boat6,H4
39842,2021-09-07,3,species8,55,59,boat6,H4
39843,2021-09-07,4,species4,63,594,boat2,E
39844,2021-09-07,4,species7,221,594,boat2,E
39845,2021-09-07,4,species10,155,594,boat2,E
39846,2021-09-07,4,species13,155,594,boat2,E
39847,2021-09-07,4,species2,425,425,boat4,H2
39848,2021-09-07,4,species1,285,285,boat6,H1
39849,2021-09-07,4,species3,125,442,boat7,H5
39850,2021-09-07,4,species6,1,442,boat7,H5
39851,2021-09-07,4,species8,290,442,boat7,H5
39852,2021-09-07,4,species9,23,442,boat7,H5
39853,2021-09-07,4,species12,3,442,boat7,H5
39854,2021-09-08,1,species1,252,252,boat6,H1
39855,2021-09-08,1,species4,74,415,boat2,E
39856,2021-09-08,1,species7,159,415,boat2,E
39857,2021-09-08,1,species10,103,415,boat2,E
39858,2021-09-08,1,species13,79,415,boat2,E
39859,2021-09-08,1,species3,89,186,boat9,H5
39860,2021-09-08,1,species6,14,186,boat9,H5
39861,2021-09-08,1,species9,61,186,boat9,H5
39862,2021-09-08,1,species12,22,186,boat9,H5
39863,2021-09-08,1,species5,84,197,boat1,H3
39864,2021-09-08,1,species8,60,197,boat1,H3
39865,2021-09-08,1,species11,53,197,boat1,H3
39866,2021-09-08,1,species2,332,332,boat5,H2
39867,2021-09-08,1,species8,232,304,boat7,H4
39868,2021-09-08,1,species11,72,304,boat7,H4
39869,2021-09-08,1,species1,361,361,boat3,H1
39870,2021-09-08,1,species4,92,675,boat10,E
39871,2021-09-08,1,species7,187,675,boat10,E
39872,2021-09-08,1,species10,54,675,boat10,E
39873,2021-09-08,1,species13,342,675,boat10,E
39874,2021-09-08,2,species1,230,842,boat1,AB3
39875,2021-09-08,2,species2,472,842,boat1,AB3
39876,2021-09-08,2,species3,76,842,boat1,AB3
39877,2021-09-08,2,species4,64,842,boat1,AB3
39878,2021-09-08,2,species1,137,894,boat8,AB3
39879,2021-09-08,2,species2,519,894,boat8,AB3
39880,2021-09-08,2,species3,210,894,boat8,AB3
